image_id,layer_116_dense_conv_15_5_tibia_vs_femur,layer_116_dense_conv_15_5_tibia_vs_background,layer_116_dense_conv_15_5_femur_vs_background,layer_114_dense_conv_14_5_tibia_vs_femur,layer_114_dense_conv_14_5_tibia_vs_background,layer_114_dense_conv_14_5_femur_vs_background,layer_112_dense_conv_13_5_tibia_vs_femur,layer_112_dense_conv_13_5_tibia_vs_background,layer_112_dense_conv_13_5_femur_vs_background
sample_1,0.99995863,0.9999744,0.9999536,0.99997467,0.99997747,0.99997467,0.99998224,0.99998575,0.99998784
