image_id,layer_116_dense_conv_15_5_tibia_vs_femur,layer_116_dense_conv_15_5_tibia_vs_background,layer_116_dense_conv_15_5_femur_vs_background,layer_114_dense_conv_14_5_tibia_vs_femur,layer_114_dense_conv_14_5_tibia_vs_background,layer_114_dense_conv_14_5_femur_vs_background,layer_112_dense_conv_13_5_tibia_vs_femur,layer_112_dense_conv_13_5_tibia_vs_background,layer_112_dense_conv_13_5_femur_vs_background
sample_1,0.99999994,0.99986684,0.99986553,0.99999994,0.99993235,0.9999328,0.99999994,0.9997981,0.9997993
